Timestamp,"  Q01‑F If the system offers a step‑by‑step wizard that helps club leaders create events quickly and correctly, how do you feel?  ","Q01‑D  If the system does NOT provide a step‑by‑step event‑creation wizard and leaders must enter all details manually, how do you feel?","Q02‑F  If club treasurers can see budget balances update instantly after each transaction, how do you feel?","Q02‑D  If budget balances update only after several hours or days, how do you feel?","Q03‑F  If you can search and filter campus venues by capacity, location, and available dates, how do you feel?","Q03‑D  If there is no searchable venue database and venue details must be found manually, how do you feel?","Q04‑F  If members can RSVP for club events online with one click, how do you feel?","Q04‑D  If there is no online RSVP function and members must sign up through other means, how do you feel?","Q05‑F  If event attendance can be recorded instantly by scanning a QR code or tapping NFC, how do you feel?","Q05‑D  If attendance is recorded using paper lists or manual entry only, how do you feel?","Q06‑F  If treasurers can export all financial records to CSV for analysis, how do you feel?","Q06‑D  If financial data cannot be exported and must be copied manually, how do you feel?","Q07‑F  If prospective members can submit a membership request online, how do you feel?","Q07‑D  If prospective members have to apply in person or by email only, how do you feel?","Q08‑F  If each user sees a personalised dashboard with upcoming events, role tasks, and budget graphs, how do you feel?","Q08‑D  If the system has no personal dashboard and users must navigate multiple pages for this information, how do you feel?","Q09‑F  If the system sends you reminders for events you marked as "Interested", how do you feel?","Q09‑D  If the system does not send reminders for your "Interested" events, how do you feel?","Q10‑F  If members can message each other within the system, how do you feel?","Q10‑D  If there is no internal messaging and members must use external apps, how do you feel?","Q11‑F  If officers can bulk‑upload or download the membership list via Excel/CSV, how do you feel?","Q11‑D  If membership data must be added or extracted one record at a time, how do you feel?","Q12‑F  If you can subscribe to an ICS feed and see approved events in your personal calendar, how do you feel?","Q12‑D  If you cannot subscribe and must manually add events to your calendar, how do you feel?","Q13‑F  If the system automatically promotes wait‑listed members when seats open, how do you feel?","Q13‑D  If wait‑listed members must be added manually when seats open, how do you feel?","Q14‑F  If you can attach documents and images to requests via simple drag‑and‑drop, how do you feel?","Q14‑D  If you must navigate file‑pickers or email documents separately, how do you feel?"
23/04/2025 12:33:54,I like it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I expect it,I can live without it,I like it,I can live without it,I like it,I dislike it,I like it,I can live without it,I expect it,I can live without it,I like it,I can live without it,I like it,I dislike it,I like it,I dislike it
23/04/2025 13:15:34,I expect it,I expect it,I expect it,I can live without it,I like it,I dislike it,I can live without it,I dislike it,I like it,I am neutral,I expect it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I can live without it,I dislike it,I am neutral,I dislike it,I expect it,I dislike it
23/04/2025 14:26:57,I like it,I can live without it,I like it,I can live without it,I like it,I can live without it,I expect it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I expect it,I am neutral,I like it,I can live without it,I expect it,I dislike it,I like it,I am neutral
23/04/2025 15:38:27,I like it,I can live without it,I expect it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I can live without it,I like it,I dislike it,I like it,I dislike it,I am neutral,I can live without it,I like it,I dislike it,I like it,I am neutral,I like it,I can live without it
23/04/2025 16:49:42,I am neutral,I dislike it,I expect it,I can live without it,I expect it,I can live without it,I expect it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I can live without it,I expect it,I dislike it,I like it,I can live without it,I like it,I can live without it,I like it,I can live without it,I am neutral,I can live without it,I like it,I dislike it,I like it,I dislike it
23/04/2025 17:41:18,I can live without it,I can live without it,I like it,I can live without it,I like it,I expect it,I expect it,I dislike it,I like it,I can live without it,I am neutral,I can live without it,I like it,I dislike it,I dislike it,I can live without it,I expect it,I dislike it,I like it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I like it,I can live without it
23/04/2025 18:42:46,I like it,I dislike it,I expect it,I like it,I like it,I can live without it,I expect it,I can live without it,I expect it,I can live without it,I am neutral,I can live without it,I like it,I can live without it,I am neutral,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I dislike it,I am neutral,I dislike it,I like it,I can live without it
24/04/2025 12:14:08,I expect it,I dislike it,I expect it,I dislike it,I expect it,I am neutral,I like it,I dislike it,I expect it,I like it,I like it,I dislike it,I like it,I can live without it,I like it,I dislike it,I expect it,I can live without it,I expect it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I can live without it
24/04/2025 13:25:09,I like it,I can live without it,I can live without it,I can live without it,I expect it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I like it,I expect it,I expect it,I can live without it,I am neutral,I dislike it,I am neutral,I can live without it,I like it,I dislike it,I like it,I dislike it,I can live without it,I dislike it,I like it,I can live without it
24/04/2025 14:38:38,I like it,I dislike it,I am neutral,I dislike it,I expect it,I am neutral,I expect it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I can live without it,I expect it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it
24/04/2025 15:50:01,I expect it,I can live without it,I like it,I am neutral,I expect it,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I expect it,I expect it,I can live without it,I like it,I dislike it,I expect it,I can live without it,I expect it,I am neutral,I like it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I can live without it
24/04/2025 16:31:26,I expect it,I can live without it,I like it,I am neutral,I like it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I can live without it,I like it,I dislike it,I expect it,I can live without it,I can live without it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I dislike it,I like it,I can live without it,I like it,I expect it
24/04/2025 17:22:34,I expect it,I dislike it,I like it,I am neutral,I like it,I dislike it,I like it,I can live without it,I like it,I dislike it,I expect it,I expect it,I like it,I dislike it,I like it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I like it,I dislike it,I am neutral,I dislike it,I like it,I dislike it,I like it,I dislike it
24/04/2025 18:13:56,I am neutral,I can live without it,I can live without it,I dislike it,I like it,I am neutral,I like it,I like it,I like it,I dislike it,I like it,I can live without it,I expect it,I expect it,I expect it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I expect it,I dislike it,I dislike it,I can live without it
25/04/2025 12:05:07,I like it,I dislike it,I like it,I dislike it,I expect it,I can live without it,I expect it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I like it,I am neutral,I am neutral,I like it,I dislike it,I can live without it,I dislike it,I expect it,I can live without it,I like it,I can live without it,I expect it,I dislike it
25/04/2025 13:16:25,I expect it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I like it,I dislike it,I expect it,I am neutral,I like it,I dislike it,I like it,I can live without it,I expect it,I dislike it,I dislike it,I dislike it
25/04/2025 14:27:45,I like it,I am neutral,I expect it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I can live without it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it
25/04/2025 15:38:53,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I can live without it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I can live without it,I expect it,I am neutral,I can live without it,I dislike it,I expect it,I dislike it,I like it,I dislike it
25/04/2025 16:20:31,I expect it,I can live without it,I am neutral,I dislike it,I am neutral,I dislike it,I expect it,I can live without it,I am neutral,I dislike it,I like it,I expect it,I like it,I dislike it,I dislike it,I can live without it,I expect it,I can live without it,I can live without it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I dislike it,I expect it,I dislike it
25/04/2025 17:41:48,I dislike it,I dislike it,I expect it,I dislike it,I expect it,I can live without it,I like it,I can live without it,I can live without it,I dislike it,I like it,I expect it,I expect it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I expect it,I can live without it,I expect it,I dislike it,I like it,I expect it,I expect it,I dislike it
25/04/2025 18:33:00,I expect it,I can live without it,I like it,I like it,I like it,I dislike it,I like it,I can live without it,I am neutral,I can live without it,I like it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I expect it,I like it,I can live without it,I expect it,I can live without it,I like it,I can live without it
26/04/2025 12:17:20,I like it,I can live without it,I like it,I dislike it,I like it,I can live without it,I expect it,I dislike it,I expect it,I can live without it,I like it,I expect it,I like it,I can live without it,I like it,I am neutral,I like it,I dislike it,I like it,I can live without it,I like it,I dislike it,I like it,I dislike it,I expect it,I am neutral,I expect it,I dislike it
26/04/2025 13:28:30,I like it,I can live without it,I expect it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I like it,I can live without it,I expect it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I can live without it,I like it,I can live without it,I like it,I can live without it,I like it,I can live without it
26/04/2025 14:40:01,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I can live without it,I expect it,I dislike it,I like it,I dislike it,I expect it,I can live without it,I like it,I can live without it,I like it,I can live without it,I like it,I can live without it,I like it,I dislike it
26/04/2025 15:51:23,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I can live without it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I am neutral,I dislike it,I expect it,I can live without it,I expect it,I can live without it,I like it,I can live without it,I like it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it
26/04/2025 16:12:47,I like it,I am neutral,I like it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I am neutral,I can live without it,I like it,I dislike it,I expect it,I dislike it,I like it,I dislike it
26/04/2025 17:33:47,I like it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I can live without it,I expect it,I dislike it,I like it,I can live without it,I like it,I dislike it,I am neutral,I dislike it,I like it,I dislike it,I expect it,I can live without it,I like it,I dislike it
26/04/2025 18:44:47,I expect it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I expect it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I can live without it
27/04/2025 12:16:22,I like it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I am neutral,I dislike it,I expect it,I dislike it,I expect it,I can live without it,I expect it,I dislike it,I like it,I dislike it,I am neutral,I dislike it,I like it,I can live without it,I dislike it,I dislike it
27/04/2025 13:27:26,I like it,I dislike it,I expect it,I dislike it,I expect it,I can live without it,I like it,I can live without it,I expect it,I like it,I like it,I can live without it,I like it,I dislike it,I like it,I can live without it,I expect it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I can live without it,I am neutral,I can live without it,I expect it,I dislike it
27/04/2025 14:38:35,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I dislike it,I like it,I am neutral,I like it,I dislike it,I like it,I can live without it,I like it,I dislike it,I like it,I can live without it
27/04/2025 15:49:56,I expect it,I dislike it,I like it,I can live without it,I expect it,I can live without it,I like it,I can live without it,I expect it,I dislike it,I like it,I can live without it,I like it,I dislike it,I like it,I can live without it,I expect it,I can live without it,I expect it,I can live without it,I like it,I dislike it,I expect it,I can live without it,I expect it,I can live without it,I expect it,I can live without it
27/04/2025 16:21:02,I like it,I dislike it,I like it,I am neutral,I like it,I expect it,I like it,I dislike it,I like it,I dislike it,I expect it,I can live without it,I like it,I can live without it,I expect it,I can live without it,I expect it,I can live without it,I expect it,I can live without it,I like it,I dislike it,I expect it,I can live without it,I expect it,I dislike it,I expect it,I dislike it
27/04/2025 17:32:10,I like it,I expect it,I like it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I dislike it,I dislike it,I like it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I like it,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it
27/04/2025 18:43:16,I like it,I dislike it,I like it,I can live without it,I like it,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I can live without it,I expect it,I can live without it,I expect it,I dislike it,I expect it,I dislike it,I expect it,I can live without it,I like it,I can live without it,I expect it,I am neutral,I like it,I dislike it
28/04/2025 12:14:24,I like it,I dislike it,I like it,I am neutral,I expect it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I like it,I am neutral,I am neutral,I can live without it,I can live without it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I expect it,I dislike it
28/04/2025 13:25:32,I like it,I dislike it,I like it,I dislike it,I am neutral,I expect it,I expect it,I dislike it,I like it,I expect it,I am neutral,I expect it,I expect it,I can live without it,I am neutral,I dislike it,I am neutral,I dislike it,I expect it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I like it,I dislike it
28/04/2025 14:36:43,I like it,I dislike it,I like it,I can live without it,I like it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I expect it,I expect it,I expect it,I expect it,I dislike it,I am neutral,I dislike it,I dislike it,I can live without it,I expect it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I expect it,I can live without it
28/04/2025 15:47:57,I like it,I dislike it,I like it,I can live without it,I like it,I can live without it,I like it,I can live without it,I like it,I like it,I dislike it,I can live without it,I like it,I dislike it,I like it,I dislike it,I expect it,I am neutral,I like it,I dislike it,I expect it,I dislike it,I expect it,I can live without it,I am neutral,I can live without it,I expect it,I dislike it
28/04/2025 16:29:16,I expect it,I dislike it,I like it,I can live without it,I like it,I can live without it,I expect it,I can live without it,I like it,I dislike it,I expect it,I dislike it,I dislike it,I can live without it,I like it,I dislike it,I expect it,I can live without it,I expect it,I can live without it,I like it,I can live without it,I expect it,I dislike it,I like it,I dislike it,I like it,I can live without it
28/04/2025 17:10:16,I expect it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I like it,I can live without it,I expect it,I dislike it,I like it,I can live without it,I expect it,I am neutral,I expect it,I dislike it,I like it,I dislike it,I expect it,I can live without it,I expect it,I dislike it,I like it,I dislike it,I expect it,I dislike it
28/04/2025 17:51:24,I expect it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I expect it,I expect it,I expect it,I can live without it,I like it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I like it,I can live without it,I expect it,I dislike it,I expect it,I can live without it,I expect it,I dislike it
28/04/2025 18:12:36,I expect it,I can live without it,I expect it,I dislike it,I can live without it,I can live without it,I expect it,I dislike it,I like it,I dislike it,I expect it,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I can live without it,I dislike it,I expect it,I can live without it,I expect it,I expect it,I like it,I can live without it
28/04/2025 18:33:42,I like it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I expect it,I can live without it,I like it,I dislike it,I expect it,I can live without it,I can live without it,I can live without it,I like it,I dislike it,I like it,I dislike it,I like it,I can live without it,I dislike it,I can live without it,I expect it,I can live without it
28/04/2025 18:54:55,I like it,I expect it,I expect it,I can live without it,I expect it,I dislike it,I can live without it,I can live without it,I expect it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I like it,I expect it,I am neutral,I dislike it,I expect it,I dislike it,I like it,I can live without it,I expect it,I can live without it,I like it,I dislike it,I like it,I dislike it